SYMBOL,SERIES,Adjusted 52_Week_High,52_Week_High_Date,Adjusted 52_Week_Low,52_Week_Low_DT
UJJIVANSFB,EQ,44.6,07-Jan-21,26.5,22-Apr-21
ULTRACEMCO,EQ,7911,04-Aug-21,3753.9,24-Sep-20
UMANGDAIRY,EQ,100,04-Aug-21,40,05-Aug-20
UMESLTD,EQ,7.95,05-Feb-21,1.05,07-Oct-20
UNICHEMLAB,EQ,375,21-May-21,218.55,21-Dec-20
UNIDT,EQ,410.3,10-Jun-21,234.25,09-Oct-20
UNIENTER,EQ,148,16-Jun-21,57.3,23-Nov-20
UNIONBANK,EQ,45.25,18-Feb-21,23.1,16-Oct-20
UNITECH,BZ,3.65,24-Jun-21,1.3,26-Apr-21
UNITEDTEA,EQ,499.9,28-Jul-21,280.4,22-Apr-21
UNIVASTU,EQ,62.5,06-Jul-21,26.5,08-Sep-20
UNIVCABLES,EQ,217.7,31-May-21,110.25,06-Aug-20
UNIVPHOTO,EQ,354.4,23-Jun-21,153.05,11-Nov-20
UPL,EQ,864.7,08-Jun-21,399,04-Nov-20
URJA,EQ,9.35,04-Feb-21,2.5,24-Sep-20
USHAMART,EQ,71.9,28-Jul-21,18.3,06-Aug-20
UTIAMC,EQ,1078.95,03-Aug-21,471.1,12-Oct-20
UTIBANKETF,EQ,44.7,17-Feb-21,20.25,25-Sep-20
UTINEXT50,EQ,43.53,01-Mar-21,26.29,28-Sep-20
UTINIFTETF,EQ,1726.5,05-Jul-21,1150,24-Sep-20
UTISENSETF,EQ,597.3,14-Jul-21,391.02,10-Aug-20
UTISXN50,EQ,49.82,19-Feb-21,28.47,06-Aug-20
UTTAMSTL,BE,10.85,11-Jan-21,3.7,09-Jul-21
UTTAMSUGAR,BE,308.35,30-Jun-21,71.55,06-Aug-20
V2RETAIL,EQ,154.7,05-Mar-21,43,10-Aug-20
VADILALIND,EQ,1267,03-Aug-21,583,21-Aug-20
VAIBHAVGBL,EQ,1050,10-May-21,322.01,05-Aug-20
VAISHALI,EQ,77.05,01-Jan-21,28.35,18-Nov-20
VAKRANGEE,EQ,69.85,31-Dec-20,24.5,24-Sep-20
VALIANTORG,EQ,1991,24-Dec-20,1121,31-Mar-21
VARDHACRLC,EQ,84.2,04-Aug-21,28,17-Aug-20
VARDMNPOLY,BE,36.55,28-Jul-21,6.65,05-Aug-20
VARROC,EQ,477.65,08-Feb-21,196.2,17-Aug-20
VASCONEQ,EQ,26.15,13-Jul-21,7.85,09-Sep-20
VASWANI,EQ,15.8,12-May-21,3.9,27-Oct-20
VBL,EQ,918.4,10-Jun-21,430.9,30-Oct-20
VEDL,EQ,319.55,02-Aug-21,91.2,04-Nov-20
VENKEYS,EQ,3955,23-Jun-21,1045,05-Aug-20
VENUSREM,EQ,529,05-Aug-21,85,05-Aug-20
VERTOZ,EQ,322,08-Mar-21,116,14-Aug-20
VESUVIUS,EQ,1364,30-Jul-21,849.05,07-Oct-20
VETO,EQ,172,13-Jul-21,40.3,21-Oct-20
VGUARD,EQ,285,31-May-21,159.35,19-Aug-20
VHL,EQ,3820.55,13-Jul-21,1205.15,22-Oct-20
VICEROY,BZ,5.05,18-Jun-21,1.85,27-Apr-21
VIDHIING,EQ,384.7,03-Aug-21,79.5,05-Aug-20
VIJIFIN,BE,1.95,04-Aug-21,0.45,03-Dec-20
VIKASECO,EQ,8.2,20-Aug-20,1.15,22-Apr-21
VIKASLIFE,BE,18.61,31-Aug-20,2.35,23-Apr-21
VIKASPROP,EQ,3.85,19-Aug-20,2,12-Nov-20
VIKASWSP,EQ,8.05,17-Jun-21,3.65,11-Nov-20
VIMTALABS,EQ,346.5,22-Jul-21,101,01-Sep-20
VINATIORGA,EQ,2132,07-Jul-21,966,12-Aug-20
VINDHYATEL,EQ,1499,06-Jul-21,643.55,05-Aug-20
VINEETLAB,EQ,124,12-Jul-21,44,15-Jun-21
VINYLINDIA,EQ,167.5,14-Jul-21,77.6,12-Aug-20
VIPCLOTHNG,BE,27.6,28-Jul-21,6.05,10-Aug-20
VIPIND,EQ,437.7,07-Jul-21,258.3,12-Aug-20
VIPULLTD,EQ,41.95,26-Jul-21,12.55,19-Oct-20
VISAKAIND,EQ,873.25,02-Aug-21,282.1,22-Sep-20
VISASTEEL,EQ,14.7,04-Aug-21,4.9,07-Aug-20
VISHAL,EQ,248.13,21-Oct-20,40.7,28-Jan-21
VISHNU,EQ,707.4,23-Jul-21,138,15-Oct-20
VISHWARAJ,EQ,169.7,17-Mar-21,81,05-Aug-20
VIVIDHA,EQ,2,22-Jan-21,0.3,18-Nov-20
VIVIMEDLAB,EQ,41.5,28-Apr-21,12,05-Aug-20
VLSFINANCE,EQ,264.9,27-Jul-21,50.4,05-Aug-20
VMART,EQ,4085,30-Jul-21,1710,11-Aug-20
VOLTAMP,EQ,1687.3,03-Aug-21,960,24-Sep-20
VOLTAS,EQ,1132,12-Feb-21,585.6,10-Aug-20
VRLLOG,EQ,324,15-Jul-21,147.75,07-Aug-20
VSSL,EQ,289,05-Aug-21,55.05,05-Aug-20
VSTIND,EQ,4538.2,16-Dec-20,3140,07-May-21
VSTTILLERS,EQ,2300,03-Jun-21,1351,05-Aug-20
VTL,EQ,2039.7,04-Aug-21,671,05-Aug-20
WABAG,EQ,404,03-Aug-21,119,06-Aug-20
WABCOINDIA,EQ,7871.95,16-Jun-21,4750.05,14-Nov-20
WALCHANNAG,EQ,92,16-Jun-21,43.75,24-Sep-20
WANBURY,BE,114,29-Apr-21,31.5,25-Sep-20
WATERBASE,EQ,145.9,14-Dec-20,92.3,12-Aug-20
WEALTH,BE,228.3,05-Aug-21,96.7,21-Jan-21
WEBELSOLAR,EQ,78.4,07-Jul-21,17,13-Aug-20
WEIZMANIND,EQ,70.25,14-Jul-21,26.7,06-Aug-20
WELCORP,EQ,165.9,09-Jun-21,94.85,05-Aug-20
WELENT,EQ,135,08-Mar-21,56.35,05-Aug-20
WELINV,EQ,584,29-Jun-21,215,06-Aug-20
WELSPUNIND,EQ,145.4,29-Jul-21,42.5,07-Aug-20
WENDT,EQ,5140,23-Jul-21,2420,07-Aug-20
WESTLIFE,EQ,577,29-Jul-21,330,10-Sep-20
WHEELS,EQ,1037,27-Jul-21,373.85,19-Oct-20
WHIRLPOOL,EQ,2787,22-Jan-21,1980.1,17-Aug-20
WILLAMAGOR,EQ,28.6,15-Jan-21,14.25,14-Oct-20
WINDMACHIN,EQ,45,11-Jun-21,11.5,07-Aug-20
WIPL,BE,73.5,09-Jun-21,44.65,26-Oct-20
WIPRO,EQ,614.5,05-Aug-21,268,31-Aug-20
WOCKPHARMA,EQ,804.9,26-May-21,266,24-Sep-20
WONDERLA,EQ,270,06-Jul-21,133.25,06-Aug-20
WORTH,EQ,119.45,13-Jul-21,37.85,01-Sep-20
WSI,BE,8.25,17-Jun-21,1.2,10-Aug-20
WSTCSTPAPR,EQ,288.7,07-Jul-21,154.5,05-Nov-20
XCHANGING,EQ,141,22-Jul-21,48.15,05-Aug-20
XELPMOC,BE,513,13-Jul-21,108.05,06-Aug-20
XPROINDIA,EQ,333,02-Aug-21,18.75,19-Oct-20
YAARII,BE,183.45,25-Feb-21,37.8,25-Sep-20
YESBANK,EQ,20.75,11-Dec-20,12.15,29-Oct-20
ZEEL,EQ,261,04-Feb-21,141.7,05-Aug-20
ZEELEARN,EQ,20.15,16-Jun-21,9.75,12-Apr-21
ZEEMEDIA,EQ,14.4,06-Jul-21,4.25,20-Oct-20
ZENITHEXPO,EQ,116.3,24-May-21,34.2,05-Aug-20
ZENSARTECH,EQ,428.4,29-Jul-21,160.5,09-Sep-20
ZENTEC,EQ,106.9,05-Jul-21,62.5,09-Sep-20
ZODIACLOTH,EQ,154.05,14-Jul-21,86,22-Apr-21
ZODJRDMKJ,EQ,42.4,28-May-21,22.15,04-Nov-20
ZOMATO,EQ,147.8,27-Jul-21,115,23-Jul-21
ZOTA,EQ,395.5,04-Aug-21,135.9,09-Nov-20
ZUARI,BE,158.9,14-Jul-21,75.55,25-Sep-20
ZUARIGLOB,BE,177.75,15-Jul-21,43.3,24-Sep-20
ZYDUSWELL,EQ,2301,04-Aug-21,1585.55,31-Aug-20
